"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"259",259,850,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","c","earthworms abdc, pesti 3",NA,NA,0,"6.0","Pesticides","Insecticide","chloranthraniliprole","No","single spray at recommended doses, sampling 3 weeks after treatment",0,"kg/ha","0.23","kg/ha","Earthworms",NA,34.1439688715953,3.57415818499492,6,38.0350194552529,10.2459201303187,6,"Abundance","individuals","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","chloranthraniliprole","insecticide et acaricide","Earthworms","Macrofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.467925781899015,0.342456439056909,3.57415818499492,10.2459201303187,0.467925781899015,0.342456439056909
"260",260,851,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","d","earthworms abdc, pesti 4",NA,NA,0,"6.0","Pesticides","Insecticide","carbaryl","No","single spray, positive control, sampling 3 weeks after treatment",0,"kg/ha","9.46","kg/ha","Earthworms",NA,34.1439688715953,3.57415818499492,6,23.7354085603112,4.28898982199386,6,"Abundance","individuals","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Earthworms","Macrofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-2.43287034611151,0.579952421707863,3.57415818499492,4.28898982199386,-2.43287034611151,0.579952421707863
"261",261,852,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","e","earthworms biomass, pesti 1",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin+bifenthrin","Yes","single spray at recommended doses of a mix of neonicotinoid and pyrethroid, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Earthworms",NA,7.59726962457338,1.70544678337121,6,4.83276450511945,2.00640798043671,6,"Biomass","g","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","MultiSubstance","yes","no","yes","clothianidin; bifenthrin","bifenthrin famille pyréthrinoïdes. LB: treatment with neonicotinoid as spray, not seed coating","Earthworms","Macrofauna","Biomass","at recommended rate","several days (=< 30)","single","days/weeks",-1.36998408272833,0.411535682788708,1.70544678337121,2.00640798043671,-1.36998408272833,0.411535682788708
"262",262,864,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","d","earthworm biomass, pesti 2, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Earthworms",NA,20.1,2.68328157299975,5,20.9,7.37902432574931,5,"Biomass","g","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Earthworms","Macrofauna","Biomass","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.130071901947926,0.400845934983818,2.68328157299975,7.37902432574931,0.130071901947926,0.400845934983818
"263",263,865,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","b","earthworm biomass, pesti 1, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","imidacloprid","No","single spray at maximum allowed rate per year",0,"kg/ha","0.45","kg/ha","Earthworms",NA,20.1,2.68328157299975,5,18,4.69574275274956,5,"Biomass","g","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","yes","no","no","imidacloprid","LB= i changed seed coating to NO because treatment description does not state that they are seed treatments","Earthworms","Macrofauna","Biomass","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",-0.495697129135522,0.41228578219166,2.68328157299975,4.69574275274956,-0.495697129135522,0.41228578219166
"264",264,866,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","e","earthworm abundance, pesti 3, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","bendiocarb","No","single spray at the labeled rate for scarabaeid control",0,"kg/ha","4.48","kg/ha","Earthworms",NA,15.7,6.70820393249937,5,3,2.45967477524977,5,"Abundance","individuals","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","bendiocarb","famille carbamates","Earthworms","Macrofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",-2.26916403639212,0.65745527120277,6.70820393249937,2.45967477524977,-2.26916403639212,0.65745527120277
"265",265,867,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","o","Oribatid mites, pesti1, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","imidacloprid","No","single spray at maximum allowed rate per year",0,"kg/ha","0.45","kg/ha","Oribatid mites",NA,34.8,26.3856021344975,5,53.8,64.8459713474939,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","yes","no","no","imidacloprid","LB= i changed seed coating to NO because treatment description does not state that they are seed treatments","Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.346467444417891,0.406001984502073,26.3856021344975,64.8459713474939,0.346467444417891,0.406001984502073
"266",266,868,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","g","earthworm abundance, pesti 1, spring trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","imidacloprid","No","single spray at maximum allowed rate per year",0,"kg/ha","0.45","kg/ha","Earthworms",NA,8.8,2.68328157299975,5,9,2.23606797749979,5,"Abundance","individuals","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","yes","no","no","imidacloprid","LB= i changed seed coating to NO because treatment description does not state that they are seed treatments","Earthworms","Macrofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.0730987792784754,0.4002671715766,2.68328157299975,2.23606797749979,0.0730987792784754,0.4002671715766
"267",267,869,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","c","earthworm abundance, pesti 2, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Earthworms",NA,15.7,6.70820393249937,5,26.2,4.2485291572496,5,"Abundance","individuals","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Earthworms","Macrofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",1.68813353686005,0.542489741913581,6.70820393249937,4.2485291572496,1.68813353686005,0.542489741913581
"268",268,870,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","q","Meso mites, pesti 2, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Mesostigmatid mites",NA,16.2,4.91934955049954,5,30,10.733126291999,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",1.49213371577809,0.511323151288087,4.91934955049954,10.733126291999,1.49213371577809,0.511323151288087
"269",269,871,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","f","earthworm biomass, pesti 3, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","bendiocarb","No","single spray at the labeled rate for scarabaeid control",0,"kg/ha","4.48","kg/ha","Earthworms",NA,20.1,2.68328157299975,5,3.4,2.90688837074973,5,"Biomass","g","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","bendiocarb","famille carbamates","Earthworms","Macrofauna","Biomass","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",-5.38913849142323,1.85214068398697,2.68328157299975,2.90688837074973,-5.38913849142323,1.85214068398697
"270",270,872,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","a","earthworm abundance, pesti 1, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","imidacloprid","No","single spray at maximum allowed rate per year",0,"kg/ha","0.45","kg/ha","Earthworms",NA,15.7,6.70820393249937,5,29.6,10.733126291999,5,"Abundance","individuals","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","yes","no","no","imidacloprid","LB= i changed seed coating to NO because treatment description does not state that they are seed treatments","Earthworms","Macrofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",1.40198571482577,0.498278197228776,6.70820393249937,10.733126291999,1.40198571482577,0.498278197228776
"271",271,873,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","ac","collembola, pesti 3, spring trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","bendiocarb","No","single spray at the labeled rate for scarabaeid control",0,"kg/ha","4.48","kg/ha","Collembola",NA,60,34.2118400557468,5,3.4,1.56524758424985,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","bendiocarb","famille carbamates","Collembola","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",-2.10982280448907,0.622567613317106,34.2118400557468,1.56524758424985,-2.10982280448907,0.622567613317106
"272",272,874,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","p","collembola, pesti 2, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Collembola",NA,31.8,23.7023205614978,5,49.2,42.932505167996,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Collembola","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.452951551998873,0.410258255422909,23.7023205614978,42.932505167996,0.452951551998873,0.410258255422909
"273",273,875,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","ae","Oribatid mites, pesti1, spring trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","bendiocarb","No","single spray at the labeled rate for scarabaeid control",0,"kg/ha","4.48","kg/ha","Oribatid mites",NA,13.8,12.2983738762488,5,21,18.7829710109982,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","bendiocarb","famille carbamates","Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.409407440350909,0.408380722610734,12.2983738762488,18.7829710109982,0.409407440350909,0.408380722610734
"274",274,876,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","r","Oribatid mites, pesti1, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Oribatid mites",NA,34.8,26.3856021344975,5,88.6,136.847360222987,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.492810205328908,0.412143094923816,26.3856021344975,136.847360222987,0.492810205328908,0.412143094923816
"275",275,877,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","s","collembola, pesti 3, fall trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","bendiocarb","No","single spray at the labeled rate for scarabaeid control",0,"kg/ha","4.48","kg/ha","Collembola",NA,31.8,23.7023205614978,5,5.6,8.72066511224918,5,"Abundance","individuals","SD","T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"soil cores 3 cm deep, Tullgren funnels",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","bendiocarb","famille carbamates","Collembola","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",-1.32434780335856,0.487694855213032,23.7023205614978,8.72066511224918,-1.32434780335856,0.487694855213032
"276",276,878,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","h","earthworm biomass, pesti 1, spring trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","imidacloprid","No","single spray at maximum allowed rate per year",0,"kg/ha","0.45","kg/ha","Earthworms",NA,11.4,5.3665631459995,5,13,9.39148550549912,5,"Biomass","g","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","yes","no","no","imidacloprid","LB= i changed seed coating to NO because treatment description does not state that they are seed treatments","Earthworms","Macrofauna","Biomass","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0.188837001575437,0.4017829706582,5.3665631459995,9.39148550549912,0.188837001575437,0.4017829706582
"277",277,879,3319,"Kunkel_1999_Journal of Economic Entomology","Kunkel","10.1093/jee/92.4.922",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","USA","Spring and Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","i","earthworm abundance, pesti 2, spring trial","38d06m15sN","84d29m20.9sW",0,NA,"Pesticides","Insecticide","halofenozide","No","single spray at maximum allowed rate per year",0,"kg/ha","2.24","kg/ha","Earthworms",NA,8.8,2.68328157299975,5,8.8,1.34164078649987,5,"Abundance","individuals","SD","T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turf grass",NA,"formalin extraction",NA,NA,NA,"40 days","at recommended rate","Insecticide","Insecticide","no","no","no","halofenozide",NA,"Earthworms","Macrofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","single","days/weeks",0,0.4,2.68328157299975,1.34164078649987,0,0.4
